timestamp,Serena Villata,François Hug,Cornelia Meinert,Pr Gauci,Jean-Baptiste Caillau,Lise Arena,Cédric Richard,Agnès Festré
2025-11-18T09:22:36.038Z,565,940,2331,1567,2420,244,425,50
2025-11-18T09:23:06.231Z,569,940,2331,1567,2420,244,425,50
2025-11-18T09:23:36.432Z,572,940,2331,1567,2420,244,425,50
2025-11-18T09:24:06.577Z,575,940,2331,1567,2420,244,425,50
2025-11-18T09:24:36.762Z,577,940,2331,1567,2422,244,425,50
2025-11-18T09:25:06.931Z,580,940,2331,1567,2422,244,425,50
2025-11-18T09:25:37.124Z,584,940,2331,1567,2423,244,425,50
2025-11-18T09:26:07.279Z,587,940,2331,1567,2423,244,425,50
2025-11-18T09:26:37.410Z,589,940,2332,1567,2424,244,425,50
2025-11-18T09:27:07.607Z,593,941,2344,1567,2424,245,425,50
2025-11-18T09:27:37.793Z,596,941,2357,1568,2424,245,425,50
2025-11-18T09:28:08.003Z,600,941,2358,1568,2426,245,425,50
2025-11-18T09:28:38.157Z,603,941,2358,1568,2426,245,425,50
2025-11-18T09:29:08.324Z,606,941,2362,1568,2426,245,425,50
2025-11-18T09:29:38.486Z,609,941,2362,1568,2428,245,425,50
2025-11-18T09:30:08.671Z,612,941,2363,1568,2428,245,425,50
2025-11-18T09:30:38.871Z,615,941,2363,1568,2431,245,425,50
2025-11-18T09:31:09.060Z,618,941,2364,1568,2437,245,425,50
2025-11-18T09:31:39.247Z,621,941,2364,1568,2445,245,425,50
2025-11-18T09:32:09.456Z,623,941,2364,1568,2447,245,425,50
2025-11-18T09:32:39.597Z,626,941,2364,1568,2447,245,425,50
2025-11-18T09:33:09.802Z,629,941,2365,1568,2447,245,425,50
2025-11-18T09:33:39.987Z,632,941,2365,1568,2448,245,425,50
2025-11-18T09:34:10.132Z,632,941,2365,1568,2448,245,425,50
2025-11-18T09:34:40.338Z,632,941,2365,1568,2448,245,425,50
2025-11-18T09:35:10.510Z,632,941,2365,1568,2449,245,425,50
2025-11-18T09:35:40.657Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:36:10.818Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:36:41.021Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:37:11.208Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:37:41.410Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:38:11.587Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:38:41.790Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:39:11.943Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:39:42.165Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:40:12.375Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:40:42.530Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:41:12.731Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:41:42.937Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:42:13.146Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:42:43.348Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:43:13.515Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:43:43.688Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:44:13.857Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:44:44.032Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:45:14.208Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:45:44.413Z,632,941,2365,1568,2450,245,425,50
2025-11-18T09:46:14.553Z,633,941,2365,1568,2451,245,425,50
2025-11-18T09:46:44.721Z,633,941,2365,1568,2451,245,425,50
2025-11-18T09:47:14.918Z,633,941,2365,1568,2451,245,425,50
2025-11-18T09:47:45.096Z,633,941,2365,1568,2451,245,425,50
2025-11-18T09:48:15.278Z,633,941,2365,1568,2451,245,425,50
2025-11-18T09:48:45.459Z,633,941,2365,1568,2451,245,425,50
2025-11-18T09:49:15.613Z,633,941,2365,1568,2451,245,425,50
2025-11-18T09:49:45.741Z,633,941,2365,1568,2451,245,425,50
2025-11-18T09:50:15.919Z,638,941,2365,1568,2451,245,425,50
2025-11-18T09:50:46.063Z,640,941,2365,1568,2451,245,425,50
2025-11-18T09:51:16.205Z,644,941,2365,1568,2452,245,425,50
2025-11-18T09:51:46.400Z,652,941,2365,1568,2452,245,425,50
2025-11-18T09:52:16.583Z,660,941,2365,1568,2452,245,425,50
2025-11-18T09:52:46.730Z,668,941,2365,1568,2452,245,425,50
2025-11-18T09:53:16.874Z,676,941,2365,1568,2452,245,425,50
2025-11-18T09:53:47.024Z,684,941,2365,1568,2452,245,425,50
2025-11-18T09:54:17.172Z,692,941,2365,1568,2452,245,425,50
2025-11-18T09:54:47.335Z,705,941,2365,1568,2453,245,425,50
2025-11-18T09:55:17.513Z,721,941,2365,1568,2453,245,425,50
2025-11-18T09:55:47.677Z,737,941,2365,1568,2453,245,425,50
2025-11-18T09:56:17.821Z,753,941,2365,1568,2453,245,425,50
2025-11-18T09:56:48.007Z,769,941,2365,1568,2453,245,425,50
2025-11-18T09:57:18.153Z,784,941,2365,1568,2453,245,425,50
2025-11-18T09:57:48.315Z,800,941,2365,1568,2453,245,425,50
2025-11-18T09:58:18.498Z,815,941,2365,1568,2453,245,425,50
2025-11-18T09:58:48.666Z,831,941,2365,1568,2453,245,425,50
2025-11-18T09:59:18.849Z,847,941,2365,1568,2453,245,425,50
2025-11-18T09:59:49.028Z,863,941,2365,1568,2453,245,425,50
2025-11-18T10:00:19.187Z,878,941,2366,1568,2453,245,425,50
2025-11-18T10:00:49.318Z,894,941,2366,1568,2453,245,425,50
2025-11-18T10:01:19.471Z,909,941,2366,1568,2454,245,425,50
2025-11-18T10:01:49.632Z,925,941,2366,1568,2454,245,425,50
2025-11-18T10:02:19.813Z,941,941,2366,1568,2454,245,425,50
2025-11-18T10:02:49.961Z,956,941,2366,1568,2454,245,425,50
2025-11-18T10:03:20.144Z,971,941,2366,1568,2455,245,425,50
2025-11-18T10:03:50.297Z,987,941,2366,1568,2455,245,425,50
2025-11-18T10:04:20.443Z,1003,941,2366,1568,2455,245,425,50
2025-11-18T10:04:50.627Z,1019,941,2366,1568,2455,245,425,50
2025-11-18T10:05:20.758Z,1035,941,2366,1568,2455,245,425,50
2025-11-18T10:05:50.945Z,1049,941,2366,1568,2455,245,425,50
2025-11-18T10:06:21.115Z,1065,941,2366,1568,2455,245,425,50
2025-11-18T10:06:51.263Z,1081,941,2366,1568,2456,245,425,50
2025-11-18T10:07:21.419Z,1097,941,2367,1568,2456,245,425,50
2025-11-18T10:07:51.552Z,1112,941,2367,1568,2458,245,425,50
2025-11-18T10:08:21.731Z,1128,941,2367,1568,2459,245,425,50
2025-11-18T10:08:51.920Z,1143,941,2367,1568,2459,245,425,50
2025-11-18T10:09:22.111Z,1159,941,2367,1569,2459,245,425,50
2025-11-18T10:09:52.280Z,1175,941,2367,1569,2459,245,425,50
2025-11-18T10:10:22.439Z,1191,941,2367,1569,2459,245,425,50
2025-11-18T10:10:52.571Z,1207,941,2367,1569,2459,245,425,50
2025-11-18T10:11:22.719Z,1222,941,2367,1569,2459,245,425,50
2025-11-18T10:11:52.854Z,1237,941,2367,1569,2459,245,425,50
2025-11-18T10:12:23.036Z,1253,941,2367,1569,2459,245,425,50
2025-11-18T10:12:53.194Z,1269,941,2367,1569,2459,245,425,50
2025-11-18T10:13:23.386Z,1285,941,2367,1569,2459,245,425,50
2025-11-18T10:13:53.572Z,1300,941,2367,1569,2459,245,425,50
2025-11-18T10:14:23.743Z,1315,941,2367,1569,2459,245,425,50
2025-11-18T10:14:53.932Z,1331,941,2367,1569,2459,245,425,50
2025-11-18T10:15:24.087Z,1346,941,2367,1569,2459,245,425,50
2025-11-18T10:15:54.227Z,1362,941,2367,1569,2459,245,425,50
2025-11-18T10:16:24.429Z,1378,941,2367,1569,2459,245,425,50
2025-11-18T10:16:54.597Z,1393,941,2367,1569,2461,245,425,50
2025-11-18T10:17:24.781Z,1409,941,2367,1569,2462,245,425,50
2025-11-18T10:17:54.975Z,1425,941,2367,1569,2462,245,425,50
2025-11-18T10:18:25.162Z,1441,941,2368,1569,2463,245,425,50
2025-11-18T10:18:55.313Z,1456,941,2368,1569,2465,245,425,50
2025-11-18T10:19:25.488Z,1472,941,2368,1569,2465,245,425,50
2025-11-18T10:19:55.679Z,1487,941,2368,1569,2467,245,425,50
2025-11-18T10:20:25.818Z,1503,941,2368,1569,2467,245,425,50
2025-11-18T10:20:56.005Z,1519,942,2368,1569,2467,245,425,50
2025-11-18T10:21:26.142Z,1534,942,2368,1569,2467,245,425,50
2025-11-18T10:21:56.340Z,1549,942,2368,1569,2467,245,425,50
2025-11-18T10:22:26.505Z,1564,942,2368,1569,2467,245,425,50
2025-11-18T10:22:56.695Z,1579,942,2368,1569,2467,245,425,50
2025-11-18T10:23:26.870Z,1595,942,2368,1569,2467,245,425,50
2025-11-18T10:23:57.074Z,1610,942,2368,1569,2467,245,425,50
2025-11-18T10:24:27.213Z,1626,942,2368,1569,2467,245,425,50
2025-11-18T10:24:57.402Z,1642,942,2368,1569,2467,245,425,50
2025-11-18T10:25:27.543Z,1657,942,2368,1569,2467,245,425,50
2025-11-18T10:25:57.697Z,1673,942,2368,1569,2467,245,425,50
2025-11-18T10:26:27.838Z,1689,942,2368,1569,2467,245,425,50
2025-11-18T10:26:57.983Z,1691,942,2368,1569,2467,245,425,50
2025-11-18T10:27:28.177Z,1691,942,2368,1569,2467,246,425,50
2025-11-18T10:27:58.373Z,1691,942,2368,1569,2467,246,425,50
2025-11-18T10:28:28.515Z,1691,942,2368,1569,2468,246,425,50
2025-11-18T10:28:58.667Z,1691,942,2368,1569,2468,246,425,50
2025-11-18T10:29:28.804Z,1691,942,2368,1569,2468,246,425,50
2025-11-18T10:29:58.953Z,1691,942,2368,1569,2468,246,425,50
2025-11-18T10:30:29.095Z,1691,942,2368,1569,2468,246,425,50
2025-11-18T10:30:59.246Z,1691,942,2368,1569,2468,246,425,50
2025-11-18T10:31:29.386Z,1691,942,2368,1569,2468,246,425,50
2025-11-18T10:31:59.581Z,1691,942,2369,1569,2468,246,425,50
2025-11-18T10:32:29.724Z,1691,942,2369,1569,2468,246,425,50
2025-11-18T10:32:59.878Z,1691,942,2369,1569,2468,246,425,50
2025-11-18T10:33:30.054Z,1691,942,2369,1569,2468,246,425,50
2025-11-18T10:34:00.255Z,1691,942,2369,1569,2468,246,425,50
2025-11-18T10:34:30.428Z,1691,942,2369,1569,2468,246,425,50
2025-11-18T10:35:00.587Z,1691,942,2369,1569,2468,246,425,50
2025-11-18T10:35:30.733Z,1691,942,2369,1569,2468,246,425,50
2025-11-18T10:36:00.935Z,1691,942,2369,1569,2469,246,425,50
2025-11-18T10:36:31.109Z,1691,942,2369,1569,2469,246,425,50
2025-11-18T10:37:01.305Z,1691,942,2369,1569,2469,246,425,50
2025-11-18T10:37:31.482Z,1691,942,2369,1569,2470,246,425,50
2025-11-18T10:38:01.639Z,1691,942,2369,1569,2472,246,425,50
2025-11-18T10:38:31.811Z,1691,942,2369,1569,2473,246,425,50
2025-11-18T10:39:01.981Z,1691,942,2369,1569,2473,246,425,50
2025-11-18T10:39:32.177Z,1691,942,2369,1569,2474,246,425,50
2025-11-18T10:40:02.357Z,1691,942,2369,1569,2474,246,425,50
2025-11-18T10:40:32.515Z,1691,942,2369,1569,2474,246,425,50
2025-11-18T10:41:02.695Z,1691,942,2369,1569,2474,246,425,50
2025-11-18T10:41:32.858Z,1691,942,2369,1569,2474,246,425,50
2025-11-18T10:42:03.015Z,1691,943,2369,1569,2475,246,425,50
2025-11-18T10:42:33.194Z,1691,944,2369,1569,2477,247,426,50
2025-11-18T10:43:03.338Z,1691,944,2369,1569,2481,247,426,50
2025-11-18T10:43:33.481Z,1692,946,2369,1569,2481,247,426,50
2025-11-18T10:44:03.608Z,1692,947,2369,1569,2481,247,429,50
2025-11-18T10:44:33.803Z,1692,947,2370,1569,2481,247,431,50
2025-11-18T10:45:04.002Z,1692,947,2373,1569,2481,247,433,50
2025-11-18T10:45:34.217Z,1692,948,2374,1569,2481,248,433,51
2025-11-18T10:46:04.408Z,1692,948,2375,1571,2481,248,433,52
2025-11-18T10:46:34.566Z,1693,949,2376,1571,2481,249,433,52
2025-11-18T10:47:04.726Z,1695,949,2378,1571,2481,249,433,52
2025-11-18T10:47:34.903Z,1696,950,2378,1571,2481,249,433,52
2025-11-18T10:48:05.074Z,1696,950,2378,1571,2481,251,433,52
2025-11-18T10:48:35.261Z,1696,950,2378,1571,2481,254,433,52
2025-11-18T10:49:05.419Z,1696,950,2378,1571,2482,258,433,52
2025-11-18T10:49:35.578Z,1696,950,2379,1571,2483,262,433,52
2025-11-18T10:50:05.767Z,1696,950,2379,1571,2483,265,433,52
2025-11-18T10:50:35.913Z,1696,950,2379,1571,2484,269,433,52
2025-11-18T10:51:06.109Z,1696,950,2379,1571,2484,272,433,52
2025-11-18T10:51:36.285Z,1696,950,2379,1571,2484,272,433,52
2025-11-18T10:52:06.489Z,1696,950,2379,1571,2484,272,433,52
2025-11-18T10:52:36.648Z,1696,950,2379,1571,2484,272,433,53
2025-11-18T10:53:06.815Z,1696,950,2380,1571,2484,272,433,56
2025-11-18T10:53:37.017Z,1696,950,2380,1571,2484,272,433,59
2025-11-18T10:54:07.231Z,1696,950,2380,1571,2484,272,433,60
2025-11-18T10:54:37.407Z,1696,950,2380,1571,2484,272,433,60
2025-11-18T10:55:07.565Z,1696,950,2380,1571,2484,272,433,60
2025-11-18T10:55:37.723Z,1696,950,2380,1571,2484,272,433,63
2025-11-18T10:56:07.903Z,1696,950,2380,1571,2484,272,433,63
2025-11-18T10:56:38.056Z,1696,950,2380,1571,2484,272,433,63
2025-11-18T10:57:08.232Z,1696,950,2380,1571,2484,272,433,66
2025-11-18T10:57:38.396Z,1696,950,2380,1571,2484,272,433,67
2025-11-18T10:58:08.537Z,1696,950,2381,1571,2484,272,433,67
2025-11-18T10:58:38.736Z,1696,950,2381,1571,2484,272,433,67
2025-11-18T10:59:08.900Z,1696,950,2381,1571,2484,272,433,67
2025-11-18T10:59:39.052Z,1696,951,2381,1571,2485,272,433,67
2025-11-18T11:00:09.222Z,1696,951,2381,1571,2485,273,433,67
2025-11-18T11:00:39.422Z,1697,951,2381,1571,2485,273,433,67
2025-11-18T11:01:09.586Z,1697,951,2381,1571,2485,273,433,67
2025-11-18T11:01:39.732Z,1697,951,2381,1571,2485,273,433,68
2025-11-18T11:02:09.934Z,1697,951,2381,1571,2485,273,433,71
2025-11-18T11:02:40.088Z,1697,951,2381,1571,2485,273,433,74
2025-11-18T11:03:10.217Z,1697,951,2381,1571,2485,273,433,76
2025-11-18T11:03:40.381Z,1697,951,2382,1571,2485,273,433,77
2025-11-18T11:04:10.533Z,1697,952,2382,1571,2485,273,433,77
2025-11-18T11:04:40.690Z,1697,952,2383,1572,2485,273,433,78
2025-11-18T11:05:10.877Z,1697,953,2383,1572,2485,274,434,78
2025-11-18T11:05:41.092Z,1697,953,2383,1573,2485,274,435,79
2025-11-18T11:06:11.294Z,1698,953,2384,1574,2486,274,435,79
2025-11-18T11:06:41.474Z,1698,953,2384,1574,2486,274,435,79
2025-11-18T11:07:11.681Z,1699,954,2384,1574,2486,275,436,79
2025-11-18T11:07:41.855Z,1700,955,2384,1574,2486,277,436,79
2025-11-18T11:08:12.024Z,1701,955,2384,1576,2486,277,436,79
2025-11-18T11:08:42.179Z,1701,955,2384,1577,2486,277,437,79
2025-11-18T11:09:12.349Z,1701,956,2385,1577,2486,277,437,80
2025-11-18T11:09:42.485Z,1703,956,2385,1577,2488,277,438,80
2025-11-18T11:10:12.655Z,1704,956,2386,1578,2488,277,438,80
2025-11-18T11:10:42.858Z,1704,957,2387,1578,2488,277,438,81
2025-11-18T11:11:13.027Z,1704,958,2388,1579,2488,277,438,81
2025-11-18T11:11:43.184Z,1704,959,2389,1579,2488,277,439,81
2025-11-18T11:12:13.396Z,1704,961,2390,1579,2488,278,439,81
2025-11-18T11:12:43.599Z,1704,961,2391,1579,2488,278,440,82
2025-11-18T11:13:13.786Z,1705,962,2392,1579,2488,279,440,82
2025-11-18T11:13:43.937Z,1707,963,2392,1581,2488,279,440,82
2025-11-18T11:14:14.106Z,1707,965,2392,1581,2488,280,440,82
2025-11-18T11:14:44.283Z,1707,966,2392,1581,2488,280,442,82
2025-11-18T11:15:14.488Z,1707,966,2392,1581,2488,280,444,82
2025-11-18T11:15:44.639Z,1708,967,2392,1581,2488,280,445,82
2025-11-18T11:16:14.836Z,1708,967,2392,1582,2488,280,445,84
2025-11-18T11:16:45.009Z,1708,969,2392,1582,2489,281,445,84
2025-11-18T11:17:15.223Z,1708,972,2392,1582,2489,281,445,85
2025-11-18T11:17:45.411Z,1708,973,2393,1582,2489,281,445,85
2025-11-18T11:18:15.578Z,1708,973,2393,1584,2489,282,445,85
2025-11-18T11:18:45.754Z,1708,974,2393,1585,2489,282,445,86
2025-11-18T11:19:15.957Z,1709,975,2393,1586,2489,282,445,86
2025-11-18T11:19:46.163Z,1709,976,2394,1587,2489,283,445,86
2025-11-18T11:20:16.334Z,1710,976,2394,1588,2489,283,445,87
2025-11-18T11:20:46.487Z,1711,976,2395,1589,2489,284,445,87
2025-11-18T11:21:16.689Z,1711,977,2395,1589,2489,284,445,88
2025-11-18T11:21:46.858Z,1712,978,2395,1589,2489,285,445,88
2025-11-18T11:22:17.020Z,1712,978,2395,1590,2489,285,447,88
2025-11-18T11:22:47.173Z,1712,978,2395,1590,2489,286,448,89
2025-11-18T11:23:17.340Z,1712,979,2395,1591,2489,286,449,90
2025-11-18T11:23:47.479Z,1712,983,2395,1591,2489,286,449,91
2025-11-18T11:24:17.641Z,1713,984,2395,1591,2489,286,449,91
2025-11-18T11:24:47.818Z,1713,985,2396,1591,2489,287,449,91
2025-11-18T11:25:17.980Z,1713,985,2397,1591,2489,289,449,91
2025-11-18T11:25:48.128Z,1713,985,2397,1593,2489,290,449,91
2025-11-18T11:26:18.253Z,1713,986,2398,1594,2489,290,449,91
2025-11-18T11:26:48.397Z,1713,986,2399,1594,2489,292,449,91
2025-11-18T11:27:18.542Z,1713,986,2401,1594,2489,293,449,91
2025-11-18T11:27:48.684Z,1713,986,2401,1595,2489,293,450,91
2025-11-18T11:28:18.811Z,1713,987,2402,1596,2489,293,450,91
2025-11-18T11:28:48.957Z,1714,987,2402,1596,2489,293,452,91
2025-11-18T11:29:19.119Z,1714,989,2402,1597,2489,293,452,91
2025-11-18T11:29:49.264Z,1714,989,2403,1597,2489,294,452,92
2025-11-18T11:30:19.444Z,1714,989,2406,1597,2489,294,452,92
2025-11-18T11:30:49.594Z,1715,989,2406,1599,2489,294,452,92
2025-11-18T11:31:19.721Z,1715,990,2406,1600,2489,295,452,92
2025-11-18T11:31:49.872Z,1715,991,2406,1600,2489,295,453,92
2025-11-18T11:32:20.004Z,1715,992,2406,1601,2489,295,454,92
2025-11-18T11:32:50.181Z,1718,992,2406,1601,2489,295,454,92
2025-11-18T11:33:20.363Z,1719,992,2407,1601,2489,295,455,92
2025-11-18T11:33:50.527Z,1720,993,2407,1601,2489,296,455,92
2025-11-18T11:34:20.680Z,1720,993,2407,1602,2489,296,456,92
2025-11-18T11:34:50.845Z,1721,993,2407,1604,2489,296,456,92
2025-11-18T11:35:21.027Z,1721,993,2408,1604,2489,298,456,92
2025-11-18T11:35:51.172Z,1721,993,2408,1604,2489,298,456,95
2025-11-18T11:36:21.306Z,1721,994,2409,1604,2489,299,457,95
2025-11-18T11:36:51.451Z,1721,994,2409,1605,2489,299,457,98
2025-11-18T11:37:21.581Z,1721,994,2409,1607,2489,299,457,98
2025-11-18T11:37:51.724Z,1722,995,2409,1607,2489,299,458,98
2025-11-18T11:38:21.907Z,1722,996,2409,1608,2489,299,458,99
2025-11-18T11:38:52.044Z,1722,996,2410,1608,2489,299,459,100
2025-11-18T11:39:22.202Z,1722,996,2410,1610,2489,299,460,100
2025-11-18T11:39:52.366Z,1723,996,2412,1610,2489,299,460,100
2025-11-18T11:40:22.553Z,1723,996,2413,1610,2489,299,462,100
2025-11-18T11:40:52.734Z,1724,996,2414,1610,2489,299,463,100
2025-11-18T11:41:22.923Z,1724,997,2415,1610,2489,299,464,101
2025-11-18T11:41:53.068Z,1724,997,2415,1610,2489,300,464,102
2025-11-18T11:42:23.258Z,1724,997,2416,1611,2489,300,465,102
2025-11-18T11:42:53.407Z,1725,997,2416,1612,2489,300,466,103
2025-11-18T11:43:23.574Z,1725,998,2417,1614,2489,300,466,103
2025-11-18T11:43:53.723Z,1726,999,2417,1614,2489,300,467,104
2025-11-18T11:44:23.906Z,1726,1001,2418,1614,2489,301,467,104
2025-11-18T11:44:54.057Z,1727,1001,2419,1614,2489,301,469,104
2025-11-18T11:45:24.210Z,1728,1001,2419,1614,2489,301,470,105
2025-11-18T11:45:54.342Z,1728,1001,2420,1614,2490,302,470,105
2025-11-18T11:46:24.525Z,1728,1003,2420,1614,2491,302,470,106
2025-11-18T11:46:54.692Z,1729,1003,2420,1615,2491,302,471,106
2025-11-18T11:47:24.839Z,1729,1003,2422,1615,2491,302,472,106
2025-11-18T11:47:54.977Z,1729,1004,2423,1615,2492,302,472,106
2025-11-18T11:48:25.169Z,1729,1005,2425,1615,2492,302,472,106
2025-11-18T11:48:55.322Z,1730,1005,2426,1615,2492,302,472,107
2025-11-18T11:49:25.500Z,1731,1006,2426,1615,2492,302,473,107
2025-11-18T11:49:55.685Z,1731,1007,2427,1615,2492,302,473,108
2025-11-18T11:50:25.872Z,1732,1007,2427,1615,2492,302,473,109
2025-11-18T11:50:56.039Z,1732,1008,2428,1615,2492,302,473,111
2025-11-18T11:51:26.224Z,1733,1008,2429,1615,2492,302,473,112
2025-11-18T11:51:56.350Z,1733,1008,2429,1616,2492,302,474,113
2025-11-18T11:52:26.542Z,1734,1009,2429,1616,2492,302,476,114
2025-11-18T11:52:56.749Z,1735,1009,2431,1616,2492,302,476,114
2025-11-18T11:53:26.900Z,1736,1009,2431,1616,2492,303,476,116
2025-11-18T11:53:57.084Z,1736,1010,2431,1616,2492,305,476,116
2025-11-18T11:54:27.267Z,1736,1011,2431,1616,2492,306,476,117
2025-11-18T11:54:57.430Z,1736,1012,2431,1616,2492,308,476,117
2025-11-18T11:55:27.584Z,1737,1012,2431,1616,2492,310,476,117
2025-11-18T11:55:57.712Z,1738,1012,2432,1617,2492,310,476,118
2025-11-18T11:56:27.912Z,1740,1012,2433,1617,2492,310,477,118
2025-11-18T11:56:58.099Z,1741,1012,2433,1617,2492,310,477,120
2025-11-18T11:57:28.267Z,1741,1013,2433,1618,2492,310,478,121
2025-11-18T11:57:58.417Z,1741,1014,2433,1619,2492,310,479,122
2025-11-18T11:58:28.553Z,1741,1014,2434,1619,2492,311,479,122
2025-11-18T11:58:58.750Z,1742,1014,2434,1620,2492,311,480,122
2025-11-18T11:59:28.921Z,1743,1015,2434,1621,2492,311,480,123
2025-11-18T11:59:59.119Z,1744,1015,2435,1621,2492,312,480,124
2025-11-18T12:00:29.299Z,1744,1015,2436,1621,2493,313,481,124
2025-11-18T12:00:59.475Z,1744,1015,2436,1621,2493,314,481,125
2025-11-18T12:01:29.627Z,1744,1015,2436,1622,2493,317,481,125
2025-11-18T12:01:59.771Z,1744,1015,2436,1624,2494,317,481,126
2025-11-18T12:02:29.968Z,1744,1015,2437,1624,2494,317,482,127
2025-11-18T12:03:00.145Z,1744,1016,2437,1624,2494,317,482,129
2025-11-18T12:03:30.338Z,1744,1017,2437,1625,2494,317,482,129
2025-11-18T12:04:00.514Z,1744,1017,2437,1626,2494,317,484,129
2025-11-18T12:04:30.672Z,1744,1017,2437,1626,2494,318,486,129
2025-11-18T12:05:00.811Z,1744,1017,2437,1626,2494,319,487,130
2025-11-18T12:05:30.968Z,1744,1018,2437,1627,2494,319,487,132
2025-11-18T12:06:01.160Z,1744,1018,2437,1628,2494,320,487,132
2025-11-18T12:06:31.286Z,1745,1018,2437,1628,2494,321,487,133
2025-11-18T12:07:01.478Z,1745,1019,2439,1628,2494,322,487,133
2025-11-18T12:07:31.678Z,1746,1019,2439,1628,2494,323,488,133
2025-11-18T12:08:01.839Z,1747,1019,2439,1628,2494,323,490,133
2025-11-18T12:08:32.012Z,1749,1019,2440,1628,2494,323,490,133
2025-11-18T12:09:02.173Z,1749,1019,2440,1630,2494,323,490,133
2025-11-18T12:09:32.367Z,1749,1019,2441,1631,2494,324,490,134
2025-11-18T12:10:02.570Z,1751,1019,2441,1631,2494,324,490,135
2025-11-18T12:10:32.776Z,1751,1020,2441,1632,2494,325,490,136
2025-11-18T12:11:02.919Z,1751,1020,2441,1634,2494,325,491,136
2025-11-18T12:11:33.066Z,1752,1020,2441,1634,2494,326,491,136
2025-11-18T12:12:03.211Z,1753,1020,2442,1634,2494,326,492,136
2025-11-18T12:12:33.389Z,1753,1020,2444,1634,2494,326,492,137
2025-11-18T12:13:03.530Z,1754,1021,2444,1634,2494,327,492,137
2025-11-18T12:13:33.722Z,1755,1021,2445,1635,2494,327,492,137
2025-11-18T12:14:03.863Z,1755,1022,2446,1636,2494,327,492,138
2025-11-18T12:14:34.011Z,1755,1023,2447,1637,2494,327,492,138
2025-11-18T12:15:04.189Z,1756,1023,2447,1637,2494,328,492,139
2025-11-18T12:15:34.382Z,1757,1024,2447,1637,2494,328,492,140
2025-11-18T12:16:04.531Z,1758,1025,2448,1637,2494,328,492,140
2025-11-18T12:16:34.683Z,1759,1025,2448,1637,2494,329,493,140
2025-11-18T12:17:04.821Z,1759,1026,2448,1637,2494,329,494,140
2025-11-18T12:17:34.978Z,1760,1026,2448,1638,2494,330,494,140
2025-11-18T12:18:05.158Z,1760,1029,2448,1638,2494,330,495,140
2025-11-18T12:18:35.356Z,1760,1031,2448,1638,2494,330,496,140
2025-11-18T12:19:05.496Z,1760,1031,2449,1639,2494,331,496,141
2025-11-18T12:19:35.676Z,1760,1031,2450,1639,2494,332,496,141
2025-11-18T12:20:05.873Z,1760,1031,2452,1640,2494,332,496,141
2025-11-18T12:20:36.035Z,1760,1034,2452,1640,2494,332,496,141
2025-11-18T12:21:06.230Z,1762,1035,2452,1640,2495,333,496,141
2025-11-18T12:21:36.429Z,1762,1035,2452,1642,2495,335,496,141
2025-11-18T12:22:06.575Z,1763,1036,2453,1642,2495,335,496,141
2025-11-18T12:22:36.769Z,1764,1037,2453,1642,2495,335,496,141
2025-11-18T12:23:06.932Z,1764,1037,2453,1642,2495,335,497,143
2025-11-18T12:23:37.078Z,1764,1038,2454,1642,2495,335,497,144
2025-11-18T12:24:07.276Z,1764,1039,2455,1642,2496,336,498,144
2025-11-18T12:24:37.428Z,1764,1039,2455,1642,2496,338,499,145
2025-11-18T12:25:07.588Z,1764,1040,2455,1642,2496,339,499,146
2025-11-18T12:25:37.735Z,1764,1040,2456,1644,2496,339,499,146
2025-11-18T12:26:07.918Z,1764,1040,2457,1644,2496,340,499,146
2025-11-18T12:26:38.084Z,1765,1040,2457,1645,2496,341,499,148
2025-11-18T12:27:08.296Z,1766,1041,2458,1645,2496,341,499,148
2025-11-18T12:27:38.478Z,1766,1042,2458,1645,2496,341,501,150
2025-11-18T12:28:08.634Z,1766,1045,2458,1645,2497,342,501,150
2025-11-18T12:28:38.784Z,1767,1045,2458,1646,2497,343,501,150
2025-11-18T12:29:08.979Z,1767,1047,2458,1648,2498,343,501,151
2025-11-18T12:29:39.160Z,1767,1048,2458,1648,2501,343,501,153
2025-11-18T12:30:09.366Z,1767,1048,2459,1648,2502,343,502,153
2025-11-18T12:30:39.497Z,1768,1048,2461,1649,2502,343,502,153
2025-11-18T12:31:09.698Z,1769,1048,2466,1650,2502,343,502,153
